sample_name	Sample_or_Control	UCSD_split	birthplace	orig_seqrunid	date_startcollection	cohort	mouse_line	site_line	house_siteline	house_siteline_split_UCSD_Jax	house_siteline_UCSDJax	house_siteline_bcmJAX	dob	host_age	host_age_units	parity	cage	submission_date	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_origid	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	esMM	esKP	esSO	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD3	VS_clearD7	Uterine_clearance	toMedian1002000	study_topic	institution	vivarium	room	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	CST	CST_real_33_77	CST_char	Longitudinal_basleine	GBS_study	FPVS	estrous
12502.BLANK3.4E	Control	library blank	BRF-II	12502.BLANK3.4E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.4E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.4F	Control	library blank	BRF-II	12502.BLANK3.4F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.4F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.4G	Control	library blank	BRF-II	12502.BLANK3.4G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.4G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.4H	Control	library blank	BRF-II	12502.BLANK3.4H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.4H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.5B	Control	library blank	BRF-II	12502.BLANK3.5B	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.5B										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.5C	Control	library blank	BRF-II	12502.BLANK3.5C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.5C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.5D	Control	library blank	BRF-II	12502.BLANK3.5D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.5D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.5E	Control	library blank	BRF-II	12502.BLANK3.5E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.5E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.5F	Control	library blank	BRF-II	12502.BLANK3.5F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.5F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.5G	Control	library blank	BRF-II	12502.BLANK3.5G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.5G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.5H	Control	library blank	BRF-II	12502.BLANK3.5H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.5H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.6B	Control	library blank	BRF-II	12502.BLANK3.6B	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.6B										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.6C	Control	library blank	BRF-II	12502.BLANK3.6C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.6C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.6D	Control	library blank	BRF-II	12502.BLANK3.6D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.6D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.6E	Control	library blank	BRF-II	12502.BLANK3.6E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.6E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.6F	Control	library blank	BRF-II	12502.BLANK3.6F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.6F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.6G	Control	library blank	BRF-II	12502.BLANK3.6G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.6G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.6H	Control	library blank	BRF-II	12502.BLANK3.6H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.6H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.7B	Control	library blank	BRF-II	12502.BLANK3.7B	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.7B										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.7C	Control	library blank	BRF-II	12502.BLANK3.7C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.7C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.7D	Control	library blank	BRF-II	12502.BLANK3.7D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.7D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.7E	Control	library blank	BRF-II	12502.BLANK3.7E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.7E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.7F	Control	library blank	BRF-II	12502.BLANK3.7F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.7F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.7G	Control	library blank	BRF-II	12502.BLANK3.7G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.7G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.7H	Control	library blank	BRF-II	12502.BLANK3.7H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.7H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.8B	Control	library blank	BRF-II	12502.BLANK3.8B	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.8B										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.8C	Control	library blank	BRF-II	12502.BLANK3.8C	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.8C										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.8D	Control	library blank	BRF-II	12502.BLANK3.8D	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.8D										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.8E	Control	library blank	BRF-II	12502.BLANK3.8E	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.8E										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.8F	Control	library blank	BRF-II	12502.BLANK3.8F	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.8F										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.8G	Control	library blank	BRF-II	12502.BLANK3.8G	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.8G										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
12502.BLANK3.8H	Control	library blank	BRF-II	12502.BLANK3.8H	10/15/19	pre2020_Updated	blank	BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	UCSD_BRF-II_blank	not applicable	not applicable	not applicable	not applicable	not applicable	Summer2019	#NAME?	blank	LibraryPrep	LibraryPrep	blank_LibraryPrep		BLANK3.8H										not applicable								Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable					not applicable	none	none
