sample_name	birthplace	orig_seqrunid	date_startcollection	cohort	orig_tube	mouse_line	site_line	dob	host_age	host_age_units	breedpair	parity	cage	collection_sequence	collection_date	extraction_date	submission_date	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_id	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	esMM	esKP	esSO	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD2	VS_clearD3	VS_clearD4	VS_clearD5	VS_clearD6	VS_clearD7	Uterine_clearance	toMedian1002000	study_topic	institution	vivarium	room	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	plate_position	CST	CST_categorical
12502.BLANK3.7C	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.7C										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.7D	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.7D										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.7E	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.7E										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.7E.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.7E.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.7F	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.7F										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.7F.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.7F.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.7G	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.7G										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.7G.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.7G.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.7H	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.7H										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.7H.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.7H.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8B	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8B										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8C	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8C										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8D	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8D										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8E	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8E										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8E.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8E.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8F	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8F										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8F.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8F.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8G	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8G										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8G.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8G.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8H	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8H										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.8H.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.8H.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9B	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9B										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9C	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9C										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9D	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9D										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9D.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9D.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9E	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9E										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9E.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9E.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9F	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9F										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9F.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9F.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9G	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9G										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9G.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9G.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9H	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9H										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
12502.BLANK3.9H.Dec2019	not applicable			pre2020					not applicable	weeks			not applicable						blank					BLANK3.9H.Dec2019										not applicable												Clear		Impact of human milk oligosaccharides on mouse vaginal microbiota	UCSDMI			not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	3_	none	none
